user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_002687935	d__Archaea;p__Undinarchaeota;c__Undinarchaeia;o__Undinarchaeales;f__Undinarchaeaceae;g__Undinarchaeum;s__Undinarchaeum sp002687935	GCA_002687935.1	95.0	d__Archaea;p__Undinarchaeota;c__Undinarchaeia;o__Undinarchaeales;f__Undinarchaeaceae;g__Undinarchaeum;s__Undinarchaeum sp002687935	100.0	1.0	GCA_002687935.1	95.0	d__Archaea;p__Undinarchaeota;c__Undinarchaeia;o__Undinarchaeales;f__Undinarchaeaceae;g__Undinarchaeum;s__Undinarchaeum sp002687935	100.0	1.0	d__Archaea;p__Undinarchaeota;c__Undinarchaeia;o__Undinarchaeales;f__Undinarchaeaceae;g__Undinarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_014189675.1, s__Undinarchaeum sp014189675, 95.0, 85.76, 0.92; GCA_002495465.1, s__Undinarchaeum marinum, 95.0, 85.63, 0.9	89.32	11	N/A	N/A
GCA_002688095	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GCA-2688095;g__GCA-2688095;s__GCA-2688095 sp002688095	GCA_002688095.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GCA-2688095;g__GCA-2688095;s__GCA-2688095 sp002688095	100.0	0.99	GCA_002688095.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GCA-2688095;g__GCA-2688095;s__GCA-2688095 sp002688095	100.0	0.99	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GCA-2688095;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	59.69	11	N/A	N/A
GCA_002688165	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__ARS1285;s__ARS1285 sp002688165	GCA_002688165.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__ARS1285;s__ARS1285 sp002688165	100.0	0.97	GCA_002688165.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__ARS1285;s__ARS1285 sp002688165	100.0	0.97	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__ARS1285;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	52.29	11	N/A	N/A
GCA_002688265	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__GCA-2688265;s__GCA-2688265 sp002688265	GCA_002688265.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__GCA-2688265;s__GCA-2688265 sp002688265	100.0	1.0	GCA_002688265.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__GCA-2688265;s__GCA-2688265 sp002688265	100.0	1.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__GCA-2688265;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018670085.1, s__GCA-2688265 sp018670085, 95.0, 77.29, 0.21	77.87	11	N/A	N/A
GCA_002688965	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GCA-2688965;g__GCA-2688965;s__GCA-2688965 sp002688965	GCA_002688965.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GCA-2688965;g__GCA-2688965;s__GCA-2688965 sp002688965	100.0	0.99	GCA_002688965.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GCA-2688965;g__GCA-2688965;s__GCA-2688965 sp002688965	100.0	0.99	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	80.37	11	N/A	N/A
GCA_002698145	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002698145	GCA_002698145.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002698145	100.0	0.99	GCA_002698145.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002698145	100.0	0.99	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002502215.1, s__MGIIa-L2 sp002502215, 95.0, 93.51, 0.91; GCA_002499195.1, s__MGIIa-L2 sp002499195, 95.0, 79.87, 0.55; GCA_013911465.1, s__MGIIa-L2 sp013911465, 95.0, 79.42, 0.47; GCA_012270265.1, s__MGIIa-L2 sp012270265, 95.0, 79.25, 0.49; GCA_002692685.1, s__MGIIa-L2 sp002692685, 95.0, 79.21, 0.4; GCA_002706065.1, s__MGIIa-L2 sp002706065, 95.0, 79.16, 0.47; GCA_018623995.1, s__MGIIa-L2 sp018623995, 95.0, 79.05, 0.46; GCA_013330015.1, s__MGIIa-L2 sp8574u, 95.0, 78.9, 0.48; GCA_002719815.1, s__MGIIa-L2 sp002719815, 95.0, 78.4, 0.37; GCA_002722615.1, s__MGIIa-L2 sp002722615, 95.0, 78.31, 0.37; GCA_002726845.1, s__MGIIa-L2 sp002726845, 95.0, 77.94, 0.31; GCA_018666575.1, s__MGIIa-L2 sp018666575, 95.0, 77.56, 0.22; GCA_016777125.1, s__MGIIa-L2 sp016777125, 95.0, 77.39, 0.22; GCA_009887135.1, s__MGIIa-L2 sp009887135, 95.0, 77.34, 0.2; GCA_018645535.1, s__MGIIa-L2 sp018645535, 95.0, 77.32, 0.21; GCA_003602665.1, s__MGIIa-L2 sp003602665, 95.0, 77.32, 0.16; GCA_002496635.1, s__MGIIa-L2 sp002496635, 95.0, 77.31, 0.21; GCA_002171315.2, s__MGIIa-L2 sp002171315, 95.0, 76.89, 0.15	74.8	11	N/A	N/A
GCA_002724775	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1 sp002724775	GCA_002724775.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1 sp002724775	100.0	0.99	GCA_002724775.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1 sp002724775	100.0	0.99	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_016845825.1, s__CG-Epi1 sp016845825, 95.0, 81.94, 0.56; GCA_001875345.1, s__CG-Epi1 sp001875345, 95.0, 81.63, 0.65; GCA_001875365.1, s__CG-Epi1 sp001875365, 95.0, 80.59, 0.65; GCA_002718915.1, s__CG-Epi1 sp002718915, 95.0, 80.32, 0.59; GCA_002497685.1, s__CG-Epi1 sp002497685, 95.0, 80.07, 0.62; GCA_902627615.1, s__CG-Epi1 sp902627615, 95.0, 78.28, 0.28; GCA_902531985.1, s__CG-Epi1 sp902531985, 95.0, 77.86, 0.28; GCA_902533295.1, s__CG-Epi1 sp902533295, 95.0, 77.69, 0.24; GCA_014240055.1, s__CG-Epi1 sp014240055, 95.0, 77.33, 0.27	79.22	11	N/A	N/A
GCA_002728275	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__Kariarchaeaceae;g__Kariarchaeum;s__Kariarchaeum pelagius	GCA_002728275.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__Kariarchaeaceae;g__Kariarchaeum;s__Kariarchaeum pelagius	100.0	0.99	GCA_002728275.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__Kariarchaeaceae;g__Kariarchaeum;s__Kariarchaeum pelagius	100.0	0.99	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__Kariarchaeaceae;g__Kariarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	84.01	11	N/A	N/A
GCA_002762735	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__GW2011-AR1;s__GW2011-AR1 sp002762735	GCA_002762735.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__GW2011-AR1;s__GW2011-AR1 sp002762735	100.0	0.98	GCA_002762735.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__GW2011-AR1;s__GW2011-AR1 sp002762735	100.0	0.98	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__GW2011-AR1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_009992175.1, s__GW2011-AR1 sp009992175, 95.0, 79.56, 0.51; GCA_018303925.1, s__GW2011-AR1 sp018303925, 95.0, 77.02, 0.22; GCA_018830845.1, s__GW2011-AR1 sp018830845, 95.0, 76.65, 0.21	62.76	11	N/A	N/A
GCA_002762845	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__PCYB01;s__PCYB01 sp002762845	GCA_002762845.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__PCYB01;s__PCYB01 sp002762845	100.0	1.0	GCA_002762845.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__PCYB01;s__PCYB01 sp002762845	100.0	1.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__PCYB01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018676855.1, s__PCYB01 sp018676855, 95.0, 79.97, 0.65	83.38	11	N/A	N/A
GCA_002763035	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__PFDC01;s__PFDC01 sp002763035	GCA_002763035.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__PFDC01;s__PFDC01 sp002763035	100.0	0.98	GCA_002763035.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__PFDC01;s__PFDC01 sp002763035	100.0	0.98	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	56.33	11	N/A	N/A
GCA_002763115	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__CG1-02-31-27;g__CG1-02-31-27;s__CG1-02-31-27 sp002763115	GCA_002763115.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__CG1-02-31-27;g__CG1-02-31-27;s__CG1-02-31-27 sp002763115	100.0	0.99	GCA_002763115.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__CG1-02-31-27;g__CG1-02-31-27;s__CG1-02-31-27 sp002763115	100.0	0.99	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	71.71	11	N/A	N/A
GCA_002763265	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__PEZQ01;f__PEZQ01;g__PEZQ01;s__PEZQ01 sp002763265	GCA_002763265.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__PEZQ01;f__PEZQ01;g__PEZQ01;s__PEZQ01 sp002763265	100.0	1.0	GCA_002763265.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__PEZQ01;f__PEZQ01;g__PEZQ01;s__PEZQ01 sp002763265	100.0	1.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__PEZQ01;f__PEZQ01;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	86.5	11	N/A	N/A
GCA_002778455	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__1-14-0-10-45-29;s__1-14-0-10-45-29 sp002778455	GCA_002778455.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__1-14-0-10-45-29;s__1-14-0-10-45-29 sp002778455	100.0	0.99	GCA_002778455.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__1-14-0-10-45-29;s__1-14-0-10-45-29 sp002778455	100.0	0.99	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	91.64	11	N/A	N/A
GCA_002779065	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__0-14-0-20-34-12;g__0-14-0-20-34-12;s__0-14-0-20-34-12 sp002779065	GCA_002779065.1	95.0	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__0-14-0-20-34-12;g__0-14-0-20-34-12;s__0-14-0-20-34-12 sp002779065	100.0	0.99	GCA_002779065.1	95.0	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__0-14-0-20-34-12;g__0-14-0-20-34-12;s__0-14-0-20-34-12 sp002779065	100.0	0.99	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	77.64	11	N/A	N/A
GCA_002779075	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__0-14-0-20-30-16;f__0-14-0-20-30-16;g__0-14-0-20-30-16;s__0-14-0-20-30-16 sp002779075	GCA_002779075.1	95.0	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__0-14-0-20-30-16;f__0-14-0-20-30-16;g__0-14-0-20-30-16;s__0-14-0-20-30-16 sp002779075	100.0	0.98	GCA_002779075.1	95.0	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__0-14-0-20-30-16;f__0-14-0-20-30-16;g__0-14-0-20-30-16;s__0-14-0-20-30-16 sp002779075	100.0	0.98	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__0-14-0-20-30-16;f__0-14-0-20-30-16;g__0-14-0-20-30-16;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903916665.1, s__0-14-0-20-30-16 sp903916665, 95.0, 77.08, 0.27	72.88	11	N/A	N/A
GCA_002779595	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Tiddalikarchaeales;f__Tiddalikarchaeaceae;g__CG07-land;s__CG07-land sp002779595	GCA_002779595.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Tiddalikarchaeales;f__Tiddalikarchaeaceae;g__CG07-land;s__CG07-land sp002779595	100.0	0.96	GCA_002779595.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Tiddalikarchaeales;f__Tiddalikarchaeaceae;g__CG07-land;s__CG07-land sp002779595	100.0	0.96	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Tiddalikarchaeales;f__Tiddalikarchaeaceae;g__CG07-land;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	77.65	11	N/A	N/A
GCA_002789275	d__Archaea;p__Huberarchaeota;c__Huberarchaeia;o__Huberarchaeales;f__Huberarchaeaceae;g__Huberarchaeum;s__Huberarchaeum crystalense	GCA_002789275.1	95.0	d__Archaea;p__Huberarchaeota;c__Huberarchaeia;o__Huberarchaeales;f__Huberarchaeaceae;g__Huberarchaeum;s__Huberarchaeum crystalense	100.0	0.98	GCA_002789275.1	95.0	d__Archaea;p__Huberarchaeota;c__Huberarchaeia;o__Huberarchaeales;f__Huberarchaeaceae;g__Huberarchaeum;s__Huberarchaeum crystalense	100.0	0.98	d__Archaea;p__;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	48.78	11	N/A	N/A
GCA_002792915	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__Norongarragalinaceae;g__UBA93;s__UBA93 sp002792915	GCA_002792915.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__Norongarragalinaceae;g__UBA93;s__UBA93 sp002792915	100.0	0.99	GCA_002792915.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__Norongarragalinaceae;g__UBA93;s__UBA93 sp002792915	100.0	0.99	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__Norongarragalinaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	76.51	11	N/A	N/A
GCA_002838935	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA9212;f__GCA-002838935;g__GCA-002838935;s__GCA-002838935 sp002838935	GCA_002838935.1	95.0	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA9212;f__GCA-002838935;g__GCA-002838935;s__GCA-002838935 sp002838935	100.0	0.99	GCA_002838935.1	95.0	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA9212;f__GCA-002838935;g__GCA-002838935;s__GCA-002838935 sp002838935	100.0	0.99	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA9212;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.98	11	N/A	N/A
GCA_002839645	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp002839645	GCA_002839645.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp002839645	100.0	1.0	GCA_002839645.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp002839645	100.0	1.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002503885.1, s__Methanoculleus marisnigri_B, 95.0, 93.47, 0.78; GCA_016841385.1, s__Methanoculleus sp016841385, 95.0, 89.74, 0.86; GCA_016841955.1, s__Methanoculleus sp016841955, 95.0, 88.22, 0.77; GCA_018433835.1, s__Methanoculleus sp018433835, 95.0, 87.26, 0.73; GCA_002498065.1, s__Methanoculleus sp002498065, 95.0, 87.25, 0.78; GCF_000015825.1, s__Methanoculleus marisnigri, 95.0, 86.43, 0.78; GCA_002506585.1, s__Methanoculleus sp002506585, 95.0, 86.39, 0.75; GCA_002501655.1, s__Methanoculleus sp002501655, 95.0, 86.33, 0.68; GCF_001017125.1, s__Methanoculleus sediminis, 95.0, 86.33, 0.78; GCF_000691865.1, s__Methanoculleus sp000691865, 95.0, 86.26, 0.82; GCA_002839575.1, s__Methanoculleus sp002839575, 95.0, 86.15, 0.76; GCF_001602375.1, s__Methanoculleus horonobensis, 95.0, 86.12, 0.77; GCF_900095385.1, s__Methanoculleus chikugoensis_A, 95.0, 85.82, 0.75; GCA_001315965.1, s__Methanoculleus chikugoensis, 95.0, 85.63, 0.75; GCF_017874195.1, s__Methanoculleus hydrogenitrophicus, 95.0, 85.59, 0.78; GCA_019136335.1, s__Methanoculleus sp019136335, 95.0, 85.56, 0.78; GCA_002499455.1, s__Methanoculleus sp002499455, 95.0, 85.25, 0.83; GCA_002508705.1, s__Methanoculleus sp002508705, 95.0, 84.73, 0.66; GCA_001896715.1, s__Methanoculleus sp001896715, 95.0, 84.09, 0.68; GCF_000304355.2, s__Methanoculleus bourgensis, 95.0, 84.01, 0.69; GCA_012511245.1, s__Methanoculleus sp012511245, 95.0, 83.0, 0.73; GCF_001571405.1, s__Methanoculleus thermophilus, 95.0, 82.91, 0.78; GCA_001512375.1, s__Methanoculleus thermohydrogenotrophicum, 95.0, 81.77, 0.69; GCA_012521035.1, s__Methanoculleus sp012521035, 95.0, 81.29, 0.65; GCA_012510295.1, s__Methanoculleus sp012510295, 95.0, 81.2, 0.7; GCA_012510335.1, s__Methanoculleus sp012510335, 95.0, 81.16, 0.71; GCA_012797575.1, s__Methanoculleus sp012797575, 95.0, 80.85, 0.67; GCA_002497965.1, s__Methanoculleus sp002497965, 95.0, 80.27, 0.71	97.91	11	N/A	N/A
GCA_002839705	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__UBA349;s__UBA349 sp002839705	GCA_002839705.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__UBA349;s__UBA349 sp002839705	100.0	1.0	GCA_002839705.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__UBA349;s__UBA349 sp002839705	100.0	1.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__UBA349;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002509745.1, s__UBA349 sp002509745, 95.0, 92.41, 0.79	99.03	11	N/A	N/A
GCA_002867475	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__BM511;g__BM511;s__BM511 sp002867475	GCA_002867475.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__BM511;g__BM511;s__BM511 sp002867475	100.0	0.99	GCA_002867475.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__BM511;g__BM511;s__BM511 sp002867475	100.0	0.99	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__BM511;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	91.78	11	N/A	N/A
GCA_002897955	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__BMS3B;g__BMS3B;s__BMS3B sp002897955	GCA_002897955.1	95.0	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__BMS3B;g__BMS3B;s__BMS3B sp002897955	100.0	1.0	GCA_002897955.1	95.0	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__BMS3B;g__BMS3B;s__BMS3B sp002897955	100.0	1.0	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__BMS3B;g__BMS3B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003229935.1, s__BMS3B sp003229935, 95.0, 92.26, 0.75	92.49	11	N/A	N/A
GCA_003009755	d__Archaea;p__Thermoplasmatota;c__SW-10-69-26;o__SW-10-69-26;f__SW-10-69-26;g__SW-10-69-26;s__SW-10-69-26 sp003009755	GCA_003009755.1	95.0	d__Archaea;p__Thermoplasmatota;c__SW-10-69-26;o__SW-10-69-26;f__SW-10-69-26;g__SW-10-69-26;s__SW-10-69-26 sp003009755	100.0	0.99	GCA_003009755.1	95.0	d__Archaea;p__Thermoplasmatota;c__SW-10-69-26;o__SW-10-69-26;f__SW-10-69-26;g__SW-10-69-26;s__SW-10-69-26 sp003009755	100.0	0.99	d__Archaea;p__Thermoplasmatota;c__SW-10-69-26;o__SW-10-69-26;f__SW-10-69-26;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.38	11	N/A	N/A
GCA_003009795	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__SW-4-43-9;s__SW-4-43-9 sp003009795	GCA_003009795.1	95.0	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__SW-4-43-9;s__SW-4-43-9 sp003009795	100.0	1.0	GCA_003009795.1	95.0	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__SW-4-43-9;s__SW-4-43-9 sp003009795	100.0	1.0	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__SW-4-43-9;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003009815.1, s__SW-4-43-9 sp003009815, 95.0, 89.32, 0.88	90.52	11	N/A	N/A
